Compagnie,Heure_du_départ,Heure_arrivée,Prix,Durée,aéroport,jour_du_vol
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",10:50 AM,6:20 PM,€130,8 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-26
Tunisair,8:05 PM,9:30 PM,€140,2 hr 25 min,ORYParis-Orly Airport,2024-09-26
Air France,7:25 AM,8:50 AM,€149,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air France,9:15 AM,10:40 AM,€149,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air FranceOperated by Amelia,4:20 PM,5:45 PM,€149,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air France,9:20 PM,10:45 PM,€149,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,6:10 AM,9:35 AM,€166,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,6:10 AM,5:05 PM,€166,11 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,6:15 PM,5:10 PM+1,€166,23 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Air France, Air Europa",7:05 AM,12:50 AM+1,€175,18 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Europa,10:55 AM,12:50 AM+1,€193,14 hr 55 min,ORYParis-Orly Airport,2024-09-26
Air Europa,7:25 PM,12:50 AM+1,€193,6 hr 25 min,ORYParis-Orly Airport,2024-09-26
Lufthansa,6:45 AM,10:50 AM,€195,5 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:05 AM,4:05 PM,€202,11 hr,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,7:25 AM,4:05 PM,€202,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,9:55 AM,4:05 PM,€202,7 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,9:55 AM,11:10 PM,€202,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,10:35 AM,4:05 PM,€202,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,10:35 AM,11:10 PM,€202,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,11:30 AM,4:05 PM,€202,5 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,11:30 AM,11:10 PM,€202,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,7:45 PM,11:10 PM,€202,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,1:55 PM,5:05 PM,€211,4 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Europa,5:10 PM,12:50 AM+1,€217,8 hr 40 min,ORYParis-Orly Airport,2024-09-26
Lufthansa,6:05 AM,11:10 PM,€217,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,7:25 AM,11:10 PM,€217,16 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Tunisair, Tunisair Express",7:45 PM,9:45 AM+1,€221,15 hr,ORYParis-Orly Airport,2024-09-26
"Tunisair, Tunisair Express",7:45 PM,5:45 PM+1,€221,23 hr,ORYParis-Orly Airport,2024-09-26
"Tunisair, Tunisair Express",7:45 PM,9:15 PM+1,€221,26 hr 30 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:05 PM,€225,7 hr 20 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:05 PM,€225,7 hr 20 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€225,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€225,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€225,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€225,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,9:20 AM,5:05 PM,€226,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:20 AM,5:05 PM,€226,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:20 AM,5:05 PM,€226,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,11:40 AM,5:05 PM,€230,6 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,4:05 PM,€232,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€232,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€232,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€232,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€232,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,9:30 PM,5:10 PM+1,€254,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,4:05 PM,€268,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€268,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€268,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€268,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€270,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€270,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€270,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€270,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€270,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
"Air France, Air Europa",9:20 AM,12:50 AM+1,€277,16 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€289,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€289,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
Lufthansa,9:55 AM,10:45 AM+1,€290,25 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,10:35 AM,10:45 AM+1,€290,25 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,11:30 AM,10:45 AM+1,€290,24 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,7:45 PM,10:45 AM+1,€290,16 hr,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,1:55 PM,5:10 PM+1,€304,28 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€305,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€305,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€305,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,9:15 AM,4:55 PM,€312,8 hr 40 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,9:15 AM,10:50 AM+1,€312,26 hr 35 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,1:15 PM,10:50 AM+1,€312,22 hr 35 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,1:15 PM,4:55 PM+1,€312,28 hr 40 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,3:10 PM,10:50 AM+1,€312,20 hr 40 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,3:10 PM,4:55 PM+1,€312,26 hr 45 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,5:35 PM,10:50 AM+1,€312,18 hr 15 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,5:35 PM,4:55 PM+1,€312,24 hr 20 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,7:15 PM,10:50 AM+1,€312,16 hr 35 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,7:15 PM,4:55 PM+1,€312,22 hr 40 min,ORYParis-Orly Airport,2024-09-26
Lufthansa,6:45 AM,4:05 PM,€314,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,4:05 PM,€314,10 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€314,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€314,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:45 AM,11:10 PM,€314,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,9:00 AM,11:10 PM,€314,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,9:00 AM,11:10 PM,€314,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,9:00 AM,11:10 PM,€314,15 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Royal Air Maroc,6:30 PM,10:50 AM+1,€315,17 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26
Royal Air Maroc,6:30 PM,4:55 PM+1,€315,23 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,7:20 PM,5:10 PM+1,€319,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
"Tunisair, Tunisair Express",11:45 AM,5:45 PM,€331,7 hr,ORYParis-Orly Airport,2024-09-26
"Tunisair, Tunisair Express",11:45 AM,9:15 PM,€331,10 hr 30 min,ORYParis-Orly Airport,2024-09-26
"Tunisair, Tunisair Express",11:45 AM,9:45 AM+1,€331,23 hr,ORYParis-Orly Airport,2024-09-26
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",8:30 AM,7:30 AM+1,€332,24 hr,CDGParis Charles de Gaulle Airport,2024-09-26
ITA,10:45 AM,5:10 PM+1,€349,31 hr 25 min,ORYParis-Orly Airport,2024-09-26
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",9:20 PM,7:30 AM+1,€362,11 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",4:55 PM,7:30 AM+1,€366,15 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
"KM Malta Airlines, ITA",8:55 PM,5:10 PM+1,€371,21 hr 15 min,ORYParis-Orly Airport,2024-09-26
Royal Air MarocOperated by Heston Airlines Uab,9:20 PM,4:55 PM+1,€376,20 hr 35 min,ORYParis-Orly Airport,2024-09-26
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",1:20 PM,7:30 AM+1,€385,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Royal Air MarocOperated by Heston Airlines Uab, Ram Express",12:35 PM,10:50 AM+1,€391,23 hr 15 min,ORYParis-Orly Airport,2024-09-26
Royal Air MarocOperated by Heston Airlines Uab,12:35 PM,10:50 AM+1,€391,23 hr 15 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,7:30 AM,4:55 PM,€406,10 hr 25 min,ORYParis-Orly Airport,2024-09-26
Royal Air MarocOperated by Ram Express,7:30 AM,10:50 AM+1,€406,28 hr 20 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,7:30 AM,10:50 AM+1,€406,28 hr 20 min,ORYParis-Orly Airport,2024-09-26
Royal Air MarocOperated by Ram Express,7:30 AM,10:50 AM+1,€406,28 hr 20 min,ORYParis-Orly Airport,2024-09-26
Royal Air MarocOperated by Ram Express,7:30 AM,10:50 AM+1,€406,28 hr 20 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,7:30 AM,10:50 AM+1,€406,28 hr 20 min,ORYParis-Orly Airport,2024-09-26
Royal Air MarocOperated by Ram Express,1:00 PM,10:50 AM+1,€406,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,1:00 PM,10:50 AM+1,€406,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
Royal Air MarocOperated by Ram Express,1:00 PM,10:50 AM+1,€406,22 hr 50 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,1:00 PM,4:55 PM+1,€406,28 hr 55 min,ORYParis-Orly Airport,2024-09-26
Royal Air Maroc,1:00 PM,4:55 PM+1,€406,28 hr 55 min,ORYParis-Orly Airport,2024-09-26
Lufthansa,6:30 PM,11:10 PM,€487,5 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",12:50 PM,7:30 AM+1,€495,19 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
EgyptAir,3:50 PM,10:00 AM+1,€518,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,12:10 PM,11:10 PM,€549,12 hr,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,12:10 PM,11:10 PM,€549,12 hr,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,12:10 PM,11:10 PM,€549,12 hr,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,7:20 AM,10:40 PM,€554,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,11:05 AM,10:40 PM,€554,12 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,12:05 PM,10:40 PM,€554,11 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,2:10 PM,10:40 PM,€554,9 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,4:05 PM,10:40 PM,€554,7 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
"SWISS, LufthansaOperated by Air Baltic",3:05 PM,10:45 AM+1,€563,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
"SWISS, Lufthansa",8:20 PM,10:45 AM+1,€563,15 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,4:05 PM,4:15 PM+1,€564,25 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,7:50 PM,4:15 PM+1,€564,21 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Air France, Air Europa",1:30 PM,12:50 AM+1,€568,12 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Air France, Air Europa",2:50 PM,12:50 AM+1,€568,11 hr,CDGParis Charles de Gaulle Airport,2024-09-26
"Air France, Air Europa",5:05 PM,12:50 AM+1,€568,8 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:30 PM,10:45 AM+1,€575,17 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26
Lufthansa,6:10 PM,10:45 AM+1,€622,17 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,2:10 PM,9:05 AM+1,€623,19 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-26
Turkish Airlines,4:05 PM,9:05 AM+1,€623,18 hr,CDGParis Charles de Gaulle Airport,2024-09-26
Air Algerie,3:30 PM,8:30 AM+1,€736,18 hr,CDGParis Charles de Gaulle Airport,2024-09-26
"Brussels Airlines, ITA",9:55 AM,5:10 PM+1,€773,32 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Algerie,7:40 AM,6:10 PM,€791,11 hr 30 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,7:40 AM,8:30 AM+1,€791,25 hr 50 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,2:00 PM,8:30 AM+1,€791,19 hr 30 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,4:55 PM,8:30 AM+1,€791,16 hr 35 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,8:10 PM,8:30 AM+1,€791,13 hr 20 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,8:10 PM,8:30 AM+2,€791,37 hr 20 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,9:00 AM,6:10 PM,€794,10 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Algerie,12:15 PM,6:10 PM,€794,6 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Algerie,6:00 PM,8:30 AM+1,€794,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Algerie,9:40 PM,8:30 AM+1,€794,11 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Algerie,3:30 PM,6:10 PM+1,€797,27 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-26
Royal Jordanian,4:00 PM,12:35 PM+1,€837,21 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-26
Air Algerie,12:40 PM,8:30 AM+1,€839,20 hr 50 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,12:40 PM,8:30 AM+1,€839,20 hr 50 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,7:40 AM,6:10 PM+1,€852,35 hr 30 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,4:55 PM,6:10 PM+1,€852,26 hr 15 min,ORYParis-Orly Airport,2024-09-26
Air Algerie,8:10 PM,6:10 PM+1,€852,23 hr,ORYParis-Orly Airport,2024-09-26
"Austrian, ITA",3:55 PM,5:10 PM+1,"€1,282",26 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Austrian, ITA",8:15 PM,5:10 PM+1,"€1,282",21 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-26
"Brussels Airlines, ITA",9:55 AM,5:10 PM+1,"€1,636",32 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-26
Transavia,4:15 PM,5:45 PM,€101,2 hr 30 min,ORYParis-Orly Airport,2024-09-27
Nouvelair Tunisie,11:35 AM,1:05 PM,€103,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27
Tunisair,3:00 PM,4:25 PM,€113,2 hr 25 min,ORYParis-Orly Airport,2024-09-27
Air FranceOperated by Amelia,4:20 PM,5:45 PM,€126,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Tunisair",1:25 PM,11:35 PM,€100,11 hr 10 min,BVABeauvais–Tillé Airport,2024-09-27
Transavia,6:45 AM,8:15 AM,€101,2 hr 30 min,ORYParis-Orly Airport,2024-09-27
Transavia,9:05 AM,10:35 AM,€101,2 hr 30 min,ORYParis-Orly Airport,2024-09-27
Nouvelair Tunisie,10:20 PM,11:50 PM,€103,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27
Tunisair,11:15 AM,12:40 PM,€114,2 hr 25 min,ORYParis-Orly Airport,2024-09-27
Tunisair,8:30 PM,9:55 PM,€114,2 hr 25 min,ORYParis-Orly Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Transavia",8:35 PM,8:45 PM+1,€117,25 hr 10 min,BVABeauvais–Tillé Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",7:00 AM,12:35 PM,€123,6 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",8:30 AM,12:35 PM,€124,5 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air France,7:25 AM,8:50 AM,€126,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",2:50 PM,11:35 PM,€130,9 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air France,9:15 AM,10:40 AM,€137,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Tunisair,10:00 PM,11:25 PM,€140,2 hr 25 min,ORYParis-Orly Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",6:50 PM,11:35 PM,€145,5 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air France,9:20 PM,10:45 PM,€149,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,6:15 PM,9:35 AM+1,€166,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,6:15 PM,5:10 PM+1,€166,23 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Tunisair",4:40 PM,12:35 PM+1,€174,20 hr 55 min,BVABeauvais–Tillé Airport,2024-09-27
Aegean,10:15 PM,11:55 PM+1,€186,26 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreeasyJet, Tunisair",8:35 PM,11:05 AM+1,€190,15 hr 30 min,BVABeauvais–Tillé Airport,2024-09-27
Air Europa,7:25 PM,12:50 AM+2,€193,30 hr 25 min,ORYParis-Orly Airport,2024-09-27
Lufthansa,6:05 AM,10:45 AM,€202,5 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,7:25 AM,10:45 AM,€202,4 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,9:45 AM,11:10 PM,€202,14 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,10:35 AM,11:10 PM,€202,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,11:30 AM,11:10 PM,€202,12 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,2:30 PM,11:10 PM,€202,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,7:45 PM,11:10 PM,€202,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Lufthansa",1:25 PM,11:10 PM,€208,10 hr 45 min,BVABeauvais–Tillé Airport,2024-09-27
Lufthansa,6:05 AM,11:10 PM,€217,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,7:25 AM,11:10 PM,€217,16 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air Europa,10:55 AM,12:50 AM+2,€217,38 hr 55 min,ORYParis-Orly Airport,2024-09-27
Air Europa,5:10 PM,12:50 AM+2,€217,32 hr 40 min,ORYParis-Orly Airport,2024-09-27
ITA,9:20 AM,5:10 PM,€226,8 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:20 AM,5:10 PM,€226,8 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,7:05 PM,9:35 AM+1,€226,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:30 PM,9:35 AM+1,€226,13 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:30 PM,5:10 PM+1,€226,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Dohop Connect. Learn moreTransavia,8:25 PM,7:30 AM+1,€227,12 hr 5 min,ORYParis-Orly Airport,2024-09-27
Aegean,2:05 PM,11:55 PM+1,€230,34 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,6:10 AM,5:10 PM,€230,12 hr,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:30 PM,5:10 PM+1,€254,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",5:15 PM,3:35 PM+1,€257,23 hr 20 min,ORYParis-Orly Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",6:15 PM,3:35 PM+1,€257,22 hr 20 min,ORYParis-Orly Airport,2024-09-27
"Tunisair, Tunisair Express",11:45 AM,5:45 PM,€257,7 hr,ORYParis-Orly Airport,2024-09-27
"Tunisair, Tunisair Express",11:45 AM,9:15 PM,€257,10 hr 30 min,ORYParis-Orly Airport,2024-09-27
"Tunisair, Tunisair Express",11:45 AM,9:45 AM+1,€257,23 hr,ORYParis-Orly Airport,2024-09-27
"Tunisair, Tunisair Express",7:45 PM,9:45 AM+1,€257,15 hr,ORYParis-Orly Airport,2024-09-27
"Tunisair, Tunisair Express",7:45 PM,5:45 PM+1,€257,23 hr,ORYParis-Orly Airport,2024-09-27
"Tunisair, Tunisair Express",7:45 PM,9:15 PM+1,€257,26 hr 30 min,ORYParis-Orly Airport,2024-09-27
