Compagnie,Heure_du_départ,Heure_arrivée,Prix,Durée,aéroport,jour_du_vol
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreAir France, Transavia",8:30 PM,3:35 PM+1,€259,20 hr 5 min,ORYParis-Orly Airport,2024-09-27
Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Dohop Connect. Learn moreTransavia,6:55 PM,7:30 AM+1,€259,13 hr 35 min,ORYParis-Orly Airport,2024-09-27
ITA,1:55 PM,5:10 PM,€260,4 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,1:55 PM,9:35 AM+1,€260,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€268,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€268,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,10:45 AM,5:10 PM,€270,7 hr 25 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,5:10 PM,€270,7 hr 25 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€270,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€270,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€270,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€270,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€270,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€270,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€270,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,7:20 PM,9:35 AM+1,€270,15 hr 15 min,ORYParis-Orly Airport,2024-09-27
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,7:20 PM,5:10 PM+1,€270,22 hr 50 min,ORYParis-Orly Airport,2024-09-27
Aegean,11:05 AM,11:55 PM+1,€270,37 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,9:20 AM,5:10 PM,€271,8 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,4:50 PM,9:35 AM+1,€271,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-27
Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Transavia Smart Connect. Learn moreTransavia,4:25 PM,7:30 AM+1,€278,16 hr 5 min,ORYParis-Orly Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€289,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,7:20 PM,5:10 PM+1,€289,22 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,11:40 AM,5:10 PM,€290,6 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,11:40 AM,9:35 AM+1,€290,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,1:55 PM,5:10 PM+1,€304,28 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
Royal Air Maroc,1:15 PM,10:30 AM+1,€312,22 hr 15 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,1:15 PM,5:00 PM+1,€312,28 hr 45 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,5:35 PM,10:30 AM+1,€312,17 hr 55 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,5:35 PM,5:00 PM+1,€312,24 hr 25 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,7:15 PM,10:30 AM+1,€312,16 hr 15 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,7:15 PM,5:00 PM+1,€312,22 hr 45 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,9:10 PM,10:30 AM+1,€312,14 hr 20 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,9:10 PM,5:00 PM+1,€312,20 hr 50 min,ORYParis-Orly Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€314,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€314,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Royal Air Maroc,1:05 PM,10:30 AM+1,€315,22 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Royal Air Maroc,6:30 PM,10:30 AM+1,€315,17 hr,CDGParis Charles de Gaulle Airport,2024-09-27
Royal Air Maroc,6:30 PM,5:00 PM+1,€315,23 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,7:20 PM,5:10 PM+1,€319,22 hr 50 min,ORYParis-Orly Airport,2024-09-27
ITA,4:50 PM,9:35 AM+1,€320,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Lufthansa, ITA",2:30 PM,9:35 AM+1,€321,20 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Brussels Airlines, ITA",8:30 AM,9:35 AM+1,€322,26 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€322,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
ITA,10:45 AM,9:35 AM+1,€349,23 hr 50 min,ORYParis-Orly Airport,2024-09-27
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Air France Smart Connect. Learn moreAir France, Transavia",8:50 PM,7:30 AM+1,€351,11 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Royal Air MarocOperated by Heston Airlines Uab,9:20 PM,5:00 PM+1,€376,20 hr 40 min,ORYParis-Orly Airport,2024-09-27
"Royal Air MarocOperated by Heston Airlines Uab, Ram Express",8:45 PM,5:00 PM+1,€379,21 hr 15 min,ORYParis-Orly Airport,2024-09-27
Royal Air MarocOperated by Heston Airlines Uab,12:35 PM,10:30 AM+1,€391,22 hr 55 min,ORYParis-Orly Airport,2024-09-27
Royal Air MarocOperated by Ram Express,1:00 PM,10:30 AM+1,€406,22 hr 30 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,7:30 AM,4:55 PM,€430,10 hr 25 min,ORYParis-Orly Airport,2024-09-27
Royal Air MarocOperated by Ram Express,2:25 PM,10:30 AM+1,€430,21 hr 5 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,2:25 PM,5:00 PM+1,€430,27 hr 35 min,ORYParis-Orly Airport,2024-09-27
Royal Air Maroc,2:25 PM,5:00 PM+1,€430,27 hr 35 min,ORYParis-Orly Airport,2024-09-27
"Air France, SWISS, ITA",8:35 AM,5:10 PM,€433,9 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€483,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,6:30 PM,11:10 PM,€487,5 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,8:35 PM,4:25 PM+1,€495,20 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,9:45 AM,10:50 AM+1,€509,26 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,10:35 AM,10:50 AM+1,€509,25 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,11:30 AM,10:50 AM+1,€509,24 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,2:30 PM,10:50 AM+1,€509,21 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,7:45 PM,10:50 AM+1,€509,16 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
EgyptAir,10:05 PM,10:00 AM+1,€516,12 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27
EgyptAir,3:50 PM,10:00 AM+1,€518,19 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-27
Tunisair,7:45 PM,7:55 PM+1,€541,25 hr 10 min,ORYParis-Orly Airport,2024-09-27
Lufthansa,6:45 AM,11:10 PM,€549,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Turkish Airlines,11:05 AM,9:05 AM+1,€554,23 hr,CDGParis Charles de Gaulle Airport,2024-09-27
Turkish Airlines,2:10 PM,9:05 AM+1,€554,19 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27
Turkish Airlines,4:05 PM,9:05 AM+1,€554,18 hr,CDGParis Charles de Gaulle Airport,2024-09-27
Turkish Airlines,5:55 PM,9:05 AM+1,€554,16 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-27
Turkish Airlines,7:50 PM,9:05 AM+1,€554,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Brussels Airlines, Lufthansa",9:55 AM,11:10 PM,€560,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Brussels Airlines, Lufthansa",9:55 AM,11:10 PM,€560,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Brussels Airlines, Lufthansa",9:55 AM,11:10 PM,€560,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Brussels Airlines, Lufthansa",9:55 AM,11:10 PM,€560,14 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
"SWISS, LufthansaOperated by Air Baltic",6:45 AM,11:10 PM,€563,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
"SWISS, LufthansaOperated by Air Baltic",6:45 AM,11:10 PM,€563,17 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
"SWISS, Lufthansa",9:45 AM,11:10 PM,€563,14 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
"SWISS, LufthansaOperated by Air Baltic",3:05 PM,11:10 PM,€563,9 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
Turkish Airlines,7:20 AM,4:15 PM,€564,9 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27
"KM Malta Airlines, ITAOperated by Avion Express Malta for KM Malta Airlines Ltd",8:55 PM,5:10 PM+1,€578,21 hr 15 min,ORYParis-Orly Airport,2024-09-27
Lufthansa,2:30 PM,11:10 PM,€626,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
Lufthansa,2:30 PM,11:10 PM,€626,9 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
"SWISS, LufthansaOperated by Air Baltic",3:05 PM,11:10 PM,€668,9 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air Algerie,4:55 PM,8:30 AM+1,€733,16 hr 35 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,4:55 PM,5:00 PM+1,€733,25 hr 5 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,6:15 PM,5:00 PM+1,€761,23 hr 45 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,6:15 PM,5:00 PM+1,€761,23 hr 45 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,6:00 PM,5:00 PM+1,€770,24 hr,ORYParis-Orly Airport,2024-09-27
Air Algerie,6:00 PM,5:00 PM+1,€770,24 hr,ORYParis-Orly Airport,2024-09-27
Air Algerie,7:40 AM,8:30 AM+1,€791,25 hr 50 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,7:40 AM,5:00 PM+1,€791,34 hr 20 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,2:00 PM,8:30 AM+1,€791,19 hr 30 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,2:00 PM,5:00 PM+1,€791,28 hr,ORYParis-Orly Airport,2024-09-27
Air Algerie,8:10 PM,8:30 AM+1,€791,13 hr 20 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,8:10 PM,5:00 PM+1,€791,21 hr 50 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,9:00 AM,8:30 AM+1,€794,24 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air Algerie,12:15 PM,8:30 AM+1,€794,21 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air Algerie,3:30 PM,8:30 AM+1,€794,18 hr,CDGParis Charles de Gaulle Airport,2024-09-27
Air Algerie,6:00 PM,8:30 AM+1,€794,15 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air Algerie,9:40 PM,8:30 AM+1,€794,11 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air Algerie,12:40 PM,8:30 AM+1,€839,20 hr 50 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,12:40 PM,5:00 PM+1,€839,29 hr 20 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,12:40 PM,5:00 PM+1,€839,29 hr 20 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,12:40 PM,5:00 PM+1,€839,29 hr 20 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,7:40 AM,6:10 PM,€852,11 hr 30 min,ORYParis-Orly Airport,2024-09-27
Air Algerie,9:00 AM,6:10 PM,€855,10 hr 10 min,CDGParis Charles de Gaulle Airport,2024-09-27
Air Algerie,12:15 PM,6:10 PM,€855,6 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Austrian, ITA",8:15 PM,9:35 AM+1,€876,14 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Austrian, ITA",8:15 PM,5:10 PM+1,€876,21 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Brussels Airlines, ITA",9:55 AM,9:35 AM+1,€876,24 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Austrian, ITA",3:55 PM,9:35 AM+1,"€1,282",18 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
"Austrian, ITA",5:55 PM,9:35 AM+1,"€1,282",16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-27
"SWISS, ITAOperated by Air Baltic",6:45 AM,5:10 PM,"€1,482",11 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
"SWISS, ITA",9:45 AM,5:10 PM,"€1,482",8 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-27
Tunisair,10:00 PM,11:25 PM,€89,2 hr 25 min,ORYParis-Orly Airport,2024-09-28
Nouvelair Tunisie,6:25 PM,7:55 PM,€94,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-28
Transavia,4:15 PM,5:45 PM,€112,2 hr 30 min,ORYParis-Orly Airport,2024-09-28
Air France,7:25 AM,8:50 AM,€126,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Nouvelair Tunisie",1:25 PM,5:15 PM+1,€98,28 hr 50 min,BVABeauvais–Tillé Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Tunisair",1:25 PM,12:35 PM+1,€100,24 hr 10 min,BVABeauvais–Tillé Airport,2024-09-28
Transavia,6:45 AM,8:15 AM,€112,2 hr 30 min,ORYParis-Orly Airport,2024-09-28
Transavia,10:20 AM,11:50 AM,€112,2 hr 30 min,ORYParis-Orly Airport,2024-09-28
Nouvelair Tunisie,11:35 AM,1:05 PM,€112,2 hr 30 min,CDGParis Charles de Gaulle Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Nouvelair Tunisie",4:30 PM,5:15 PM+1,€113,25 hr 45 min,BVABeauvais–Tillé Airport,2024-09-28
Tunisair,9:15 PM,10:40 PM,€113,2 hr 25 min,ORYParis-Orly Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Air Europa",1:25 PM,12:50 AM+1,€118,12 hr 25 min,BVABeauvais–Tillé Airport,2024-09-28
Tunisair,3:00 PM,4:25 PM,€118,2 hr 25 min,ORYParis-Orly Airport,2024-09-28
Air France,9:20 PM,10:45 PM,€126,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Tunisair",4:30 PM,11:55 AM+1,€136,20 hr 25 min,BVABeauvais–Tillé Airport,2024-09-28
Air France,9:15 AM,10:40 AM,€137,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
Tunisair,10:45 AM,12:10 PM,€137,2 hr 25 min,ORYParis-Orly Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, ITA",4:30 PM,9:35 AM+1,€137,18 hr 5 min,BVABeauvais–Tillé Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, easyJet, Aegean",1:25 PM,11:55 PM,€156,11 hr 30 min,BVABeauvais–Tillé Airport,2024-09-28
Air Europa,7:25 PM,12:50 AM+1,€157,6 hr 25 min,ORYParis-Orly Airport,2024-09-28
Air FranceOperated by Amelia,4:20 PM,5:45 PM,€160,2 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
Aegean,11:05 AM,11:55 PM,€161,13 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-28
Aegean,2:05 PM,11:55 PM,€161,10 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-28
Aegean,6:10 PM,11:55 PM,€161,6 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,6:15 PM,9:35 AM+1,€166,16 hr 20 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,6:15 PM,5:05 PM+1,€166,23 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-28
Air Europa,5:10 PM,12:50 AM+1,€175,8 hr 40 min,ORYParis-Orly Airport,2024-09-28
Air Europa,5:10 PM,12:50 AM+2,€175,32 hr 40 min,ORYParis-Orly Airport,2024-09-28
Air Europa,7:25 PM,12:50 AM+2,€175,30 hr 25 min,ORYParis-Orly Airport,2024-09-28
Air Europa,10:55 AM,12:50 AM+1,€193,14 hr 55 min,ORYParis-Orly Airport,2024-09-28
Lufthansa,9:00 AM,4:25 PM,€195,8 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Dohop Connect. Learn moreeasyJet, Transavia",12:25 PM,8:45 PM,€196,9 hr 20 min,ORYParis-Orly Airport,2024-09-28
Lufthansa,9:45 AM,11:10 PM,€202,14 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
Lufthansa,10:35 AM,11:10 PM,€202,13 hr 35 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,6:10 AM,9:35 AM,€211,4 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,6:10 AM,5:10 PM,€211,12 hr,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,1:55 PM,9:35 AM+1,€211,20 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, Lufthansa",1:25 PM,11:10 PM,€211,10 hr 45 min,BVABeauvais–Tillé Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Kiwi.com. Learn moreWizz Air, ITA",4:30 PM,9:35 AM+1,€214,18 hr 5 min,BVABeauvais–Tillé Airport,2024-09-28
Lufthansa,6:05 AM,11:10 PM,€217,18 hr 5 min,CDGParis Charles de Gaulle Airport,2024-09-28
Lufthansa,7:30 AM,11:10 PM,€217,16 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-28
"Separate tickets booked togetherThis trip includes tickets from multiple airlines. Missed connections may be protected by Dohop Connect. Learn moreeasyJet, Transavia",2:55 PM,8:45 PM,€223,6 hr 50 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,5:10 PM,€225,10 hr 40 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,5:10 PM,€225,10 hr 40 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€225,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€225,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€225,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€225,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€225,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€225,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€225,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:10 PM,€225,7 hr 25 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,9:35 AM+1,€225,23 hr 50 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,9:35 AM+1,€225,23 hr 50 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,9:35 AM+1,€225,23 hr 50 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,9:35 AM+1,€225,23 hr 50 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,9:35 AM+1,€225,23 hr 50 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:05 PM+1,€225,31 hr 20 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:05 PM+1,€225,31 hr 20 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:05 PM+1,€225,31 hr 20 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:05 PM+1,€225,31 hr 20 min,ORYParis-Orly Airport,2024-09-28
ITA,9:20 AM,5:10 PM,€226,8 hr 50 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,4:50 PM,9:35 AM+1,€226,17 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-28
Lufthansa,6:45 AM,4:25 PM,€227,10 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,11:40 AM,9:35 AM+1,€230,22 hr 55 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,6:10 AM,9:35 AM+1,€240,28 hr 25 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,7:30 AM,5:10 PM,€253,10 hr 40 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,9:35 AM+1,€253,27 hr 5 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,9:35 AM+1,€253,23 hr 50 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:05 PM+1,€253,31 hr 20 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:05 PM+1,€253,31 hr 20 min,ORYParis-Orly Airport,2024-09-28
ITA,1:55 PM,5:10 PM,€260,4 hr 15 min,CDGParis Charles de Gaulle Airport,2024-09-28
Lufthansa,6:30 PM,11:10 PM,€271,5 hr 40 min,CDGParis Charles de Gaulle Airport,2024-09-28
"Air France, Air Europa",7:05 AM,12:50 AM+1,€277,18 hr 45 min,CDGParis Charles de Gaulle Airport,2024-09-28
ITA,7:30 AM,5:05 PM+1,€277,34 hr 35 min,ORYParis-Orly Airport,2024-09-28
ITA,7:30 AM,5:05 PM+1,€277,34 hr 35 min,ORYParis-Orly Airport,2024-09-28
ITA,10:45 AM,5:05 PM+1,€277,31 hr 20 min,ORYParis-Orly Airport,2024-09-28
"Tunisair, Tunisair Express",7:45 PM,9:45 AM+1,€277,15 hr,ORYParis-Orly Airport,2024-09-28
"Tunisair, Tunisair Express",7:45 PM,5:45 PM+1,€277,23 hr,ORYParis-Orly Airport,2024-09-28
